vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},635,2023-11-29 17:19:17,False,,,Response,12,q_18,1,GMSIPage,True,94.192.14.74,"{""time_taken"": 4.595, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:15.243Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:15.261Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:15.265Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:15.279Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:15.280Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:19.810Z"", ""info"": {""buttonId"": ""1""}}], ""gmsi_label"": ""gmsi""}",Response,_Response
{},636,2023-11-29 17:19:18,False,,,Response,13,question_page,3,ModularPage,True,92.7.46.131,"{""time_taken"": 17.205, ""platform"": ""Chrome 119.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:00.909Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:02.160Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:02.160Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:02.170Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:19:16.264Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:19:16.264Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:16.264Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:16.265Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:19:16.265Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:19:16.269Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:18.080Z"", ""info"": {""buttonId"": ""3""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 4 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_086.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},637,2023-11-29 17:19:21,False,,,Response,12,q_21,1,GMSIPage,True,94.192.14.74,"{""time_taken"": 3.884, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:20.378Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:20.394Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:20.400Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:20.408Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:20.409Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:24.234Z"", ""info"": {""buttonId"": ""1""}}], ""gmsi_label"": ""gmsi""}",Response,_Response
{},638,2023-11-29 17:19:26,False,,,Response,16,question_page,5,ModularPage,True,94.8.190.208,"{""time_taken"": 17.716, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.95, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:11.082Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:12.940Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:12.941Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:12.951Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:19:27.046Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:19:27.046Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:27.046Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:27.047Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:19:27.050Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:19:27.051Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:28.766Z"", ""info"": {""buttonId"": ""5""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 30 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_034.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},639,2023-11-29 17:19:27,False,,,Response,12,q_22,2,GMSIPage,True,94.192.14.74,"{""time_taken"": 4.85, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:24.811Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:24.827Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:24.832Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:24.842Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:24.842Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:29.634Z"", ""info"": {""buttonId"": ""2""}}], ""gmsi_label"": ""gmsi""}",Response,_Response
{},640,2023-11-29 17:19:28,False,,,Response,19,question_page,3,ModularPage,True,99.231.241.163,"{""time_taken"": 16.835, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.2, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:09.664Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:10.252Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:10.252Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:10.262Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:19:24.362Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:19:24.362Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:24.362Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:24.362Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:19:24.363Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:19:24.365Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:26.471Z"", ""info"": {""buttonId"": ""3""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 14 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_009.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},641,2023-11-29 17:19:32,False,,,Response,12,q_35,1,GMSIPage,True,94.192.14.74,"{""time_taken"": 4.122, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:30.219Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:30.239Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:30.243Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:30.252Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:30.252Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:34.314Z"", ""info"": {""buttonId"": ""1""}}], ""gmsi_label"": ""gmsi""}",Response,_Response
{},642,2023-11-29 17:19:35,False,,,Response,12,info,,InfoPage,True,94.192.14.74,"{""time_taken"": 2.528, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:34.968Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:34.985Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:34.990Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:34.999Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:34.999Z"", ""info"": null}], ""content"": ""Next, we would like to ask you some questions about your music preferences.""}",Response,_Response
{},643,2023-11-29 17:19:36,False,,,Response,13,question_page,3,ModularPage,True,92.7.46.131,"{""time_taken"": 17.842, ""platform"": ""Chrome 119.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:18.954Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:20.502Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:20.502Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:20.513Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:19:34.602Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:19:34.603Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:34.603Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:34.603Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:19:34.604Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:19:34.606Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:36.763Z"", ""info"": {""buttonId"": ""3""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 5 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_054.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},644,2023-11-29 17:19:45,False,,,Response,16,question_page,5,ModularPage,True,94.8.190.208,"{""time_taken"": 17.805, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.95, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:30.067Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:31.628Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:31.628Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:31.638Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:19:45.725Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:19:45.726Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:45.727Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:45.728Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:19:45.737Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:19:45.738Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:47.818Z"", ""info"": {""buttonId"": ""5""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 31 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_105.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},645,2023-11-29 17:19:46,False,,,Response,19,question_page,3,ModularPage,True,99.231.241.163,"{""time_taken"": 16.284, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.2, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:27.884Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:28.425Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:28.425Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:28.435Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:19:42.524Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:19:42.524Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:42.524Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:42.524Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:19:42.526Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:19:42.527Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:44.139Z"", ""info"": {""buttonId"": ""3""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 15 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},646,2023-11-29 17:19:56,False,,,Response,13,question_page,3,ModularPage,True,92.7.46.131,"{""time_taken"": 18.527, ""platform"": ""Chrome 119.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:37.765Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:39.233Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:39.233Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:39.244Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:19:53.331Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:19:53.331Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:19:53.331Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:19:53.332Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:19:53.332Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:19:53.332Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:19:56.263Z"", ""info"": {""buttonId"": ""3""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 6 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},647,2023-11-29 17:20:08,False,,,Response,19,question_page,3,ModularPage,True,99.231.241.163,"{""time_taken"": 20.777, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:45.632Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:46.316Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:46.316Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:46.327Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:20:00.426Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:20:00.426Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:20:00.426Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:20:00.427Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:20:00.427Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:20:00.427Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:20:06.380Z"", ""info"": {""buttonId"": ""3""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 16 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_023.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},648,2023-11-29 17:20:11,False,,,Response,16,question_page,6,ModularPage,True,94.8.190.208,"{""time_taken"": 25.523, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.95, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:49.172Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:51.314Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:51.315Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:51.323Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:20:05.413Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:20:05.414Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:20:05.414Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:20:05.416Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:20:05.423Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:20:05.426Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:20:14.661Z"", ""info"": {""buttonId"": ""6""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 32 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},649,2023-11-29 17:20:22,False,,,Response,13,question_page,4,ModularPage,True,92.7.46.131,"{""time_taken"": 25.459, ""platform"": ""Chrome 119.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:19:57.293Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:19:59.249Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:19:59.249Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:19:59.259Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:20:13.348Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:20:13.348Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:20:13.348Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:20:13.349Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:20:13.349Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:20:13.349Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:20:22.718Z"", ""info"": {""buttonId"": ""4""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 7 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_074.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},650,2023-11-29 17:20:29,False,,,Response,19,question_page,3,ModularPage,True,99.231.241.163,"{""time_taken"": 19.173, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:20:07.832Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:20:08.338Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:20:08.338Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:20:08.349Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:20:22.432Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:20:22.432Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:20:22.432Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:20:22.433Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:20:22.433Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:20:22.433Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:20:26.976Z"", ""info"": {""buttonId"": ""3""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 17 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_077.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},651,2023-11-29 17:20:29,False,,,Response,16,question_page,4,ModularPage,True,94.8.190.208,"{""time_taken"": 16.489, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.95, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:20:16.120Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:20:17.893Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:20:17.894Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:20:17.906Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:20:31.992Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:20:31.992Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:20:31.993Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:20:31.995Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:20:32.003Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:20:32.005Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:20:32.574Z"", ""info"": {""buttonId"": ""4""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 33 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_059.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
